trade_date,provider_source,source_type,pcr_stable,pcr_rises,vix_stable,vix_rises,tail_risk
2026-06-05,FINMIND_FALLBACK:TaiwanOptionDaily:TXO,REAL_PROVIDER,true,false,true,false,53.94564644925195
