trade_date,provider_source,source_type,foreign_spot_net_buy,foreign_spot_net_sell,foreign_spot_net_sell_consecutive_days,foreign_spot_large_sell,foreign_large_sell
2026-06-03,TWSE_foreign_investor_manual_import,official_manual,1850000000,0,0,false,false
